City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
166,Axim,4.8699,-2.2405,80.51,86,82,7.47,GH,2022-04-26 21:19:28
167,Letlhakane,-21.4167,25.5833,70.02,65,66,10.13,BW,2022-04-26 21:21:50
168,Yazman,29.1212,71.7446,87.3,11,0,3.15,PK,2022-04-26 21:21:50
169,Cayenne,4.9333,-52.3333,83.08,1,0,10.36,GF,2022-04-26 21:20:29
170,Sukhumi,43.0033,41.0153,56.26,90,7,5.01,GE,2022-04-26 21:21:51
171,Pangnirtung,66.1451,-65.7125,-2.2,78,0,2.3,CA,2022-04-26 21:21:51
172,Oranjemund,-28.55,16.4333,57.7,71,0,7.74,NA,2022-04-26 21:21:52
173,Takoradi,4.8845,-1.7554,80.73,86,77,7.58,GH,2022-04-26 21:21:52
174,Balkanabat,39.5108,54.3671,71.31,48,98,11.95,TM,2022-04-26 21:21:52
175,Ballina,-28.8667,153.5667,63.01,100,75,3.44,AU,2022-04-26 21:21:53
176,Stephenville,32.2207,-98.2023,75.33,33,0,8.05,US,2022-04-26 21:21:53
177,Abu Samrah,35.3029,37.1841,69.8,38,2,6.6,SY,2022-04-26 21:21:54
178,Padang,-0.9492,100.3543,78.69,86,100,4.25,ID,2022-04-26 21:21:54
179,Georgetown,5.4112,100.3354,80.53,98,40,4.61,MY,2022-04-26 21:18:41
180,Chifeng,42.2683,118.9636,39.2,37,73,6.49,CN,2022-04-26 21:22:54
181,Klyuchi,52.2667,79.1667,47.12,75,79,7.0,RU,2022-04-26 21:22:55
182,Fuerte Olimpo,-21.0415,-57.8738,98.89,26,55,11.34,PY,2022-04-26 21:22:55
183,Kaitangata,-46.2817,169.8464,49.91,92,89,6.96,NZ,2022-04-26 21:22:56
184,Roma,43.2128,-75.4557,52.52,67,100,14.0,US,2022-04-26 21:20:54
185,Sao Geraldo Do Araguaia,-6.4006,-48.555,77.74,84,83,0.76,BR,2022-04-26 21:22:56
